,Datetime,Frequency,db
3014,2024-08-01 11:16:19.279483,93490196.1,-75.18
3065,2024-08-01 11:16:19.279483,93490196.1,-70.42
3116,2024-08-01 11:16:19.279483,93490196.1,-72.27
3167,2024-08-01 11:16:19.279483,93490196.1,-67.84
3218,2024-08-01 11:16:19.279483,93490196.1,-77.05
3269,2024-08-01 11:16:19.279483,93490196.1,-66.27
3320,2024-08-01 11:16:19.279483,93490196.1,-71.39
2964,2024-08-01 11:16:19.279483,93588235.32,-75.85
3015,2024-08-01 11:16:19.279483,93588235.32,-99.03
3066,2024-08-01 11:16:19.279483,93588235.32,-70.69
3117,2024-08-01 11:16:19.279483,93588235.32,-74.02
3168,2024-08-01 11:16:19.279483,93588235.32,-68.37
3219,2024-08-01 11:16:19.279483,93588235.32,-79.81
3270,2024-08-01 11:16:19.279483,93588235.32,-72.68
3321,2024-08-01 11:16:19.279483,93588235.32,-72.1
2965,2024-08-01 11:16:19.279483,93686274.54,-86.61
3016,2024-08-01 11:16:19.279483,93686274.54,-76.44
3067,2024-08-01 11:16:19.279483,93686274.54,-75.91
3118,2024-08-01 11:16:19.279483,93686274.54,-74.3
3169,2024-08-01 11:16:19.279483,93686274.54,-71.22
3220,2024-08-01 11:16:19.279483,93686274.54,-75.8
3271,2024-08-01 11:16:19.279483,93686274.54,-87.68
3322,2024-08-01 11:16:19.279483,93686274.54,-69.01
2966,2024-08-01 11:16:19.279483,93784313.76,-77.71
3017,2024-08-01 11:16:19.279483,93784313.76,-67.79
3068,2024-08-01 11:16:19.279483,93784313.76,-80.94
3119,2024-08-01 11:16:19.279483,93784313.76,-72.76
3170,2024-08-01 11:16:19.279483,93784313.76,-69.82
3221,2024-08-01 11:16:19.279483,93784313.76,-77.7
3272,2024-08-01 11:16:19.279483,93784313.76,-78.73
3323,2024-08-01 11:16:19.279483,93784313.76,-68.63
2967,2024-08-01 11:16:19.279483,93882352.98,-76.85
3018,2024-08-01 11:16:19.279483,93882352.98,-67.64
3069,2024-08-01 11:16:19.279483,93882352.98,-72.69
3120,2024-08-01 11:16:19.279483,93882352.98,-70.91
3171,2024-08-01 11:16:19.279483,93882352.98,-70.49
3222,2024-08-01 11:16:19.279483,93882352.98,-76.52
3273,2024-08-01 11:16:19.279483,93882352.98,-78.78
3324,2024-08-01 11:16:19.279483,93882352.98,-71.1
2968,2024-08-01 11:16:19.279483,93980392.2,-68.21
3019,2024-08-01 11:16:19.279483,93980392.2,-71.05
3070,2024-08-01 11:16:19.279483,93980392.2,-72.71
3121,2024-08-01 11:16:19.279483,93980392.2,-71.07
3172,2024-08-01 11:16:19.279483,93980392.2,-76.81
3223,2024-08-01 11:16:19.279483,93980392.2,-69.24
3274,2024-08-01 11:16:19.279483,93980392.2,-71.89
3325,2024-08-01 11:16:19.279483,93980392.2,-67.46
2969,2024-08-01 11:16:19.279483,94078431.42,-66.18
3020,2024-08-01 11:16:19.279483,94078431.42,-72.67
3071,2024-08-01 11:16:19.279483,94078431.42,-80.12
3122,2024-08-01 11:16:19.279483,94078431.42,-76.1
3173,2024-08-01 11:16:19.279483,94078431.42,-75.29
3224,2024-08-01 11:16:19.279483,94078431.42,-68.03
3275,2024-08-01 11:16:19.279483,94078431.42,-73.01
3326,2024-08-01 11:16:19.279483,94078431.42,-69.77
2970,2024-08-01 11:16:19.279483,94176470.64,-70.1
3021,2024-08-01 11:16:19.279483,94176470.64,-75.22
3072,2024-08-01 11:16:19.279483,94176470.64,-77.17
3123,2024-08-01 11:16:19.279483,94176470.64,-76.9
3174,2024-08-01 11:16:19.279483,94176470.64,-72.44
3225,2024-08-01 11:16:19.279483,94176470.64,-68.95
3276,2024-08-01 11:16:19.279483,94176470.64,-72.75
3327,2024-08-01 11:16:19.279483,94176470.64,-75.05
2971,2024-08-01 11:16:19.279483,94274509.86,-70.29
3022,2024-08-01 11:16:19.279483,94274509.86,-73.98
3073,2024-08-01 11:16:19.279483,94274509.86,-75.85
3124,2024-08-01 11:16:19.279483,94274509.86,-75.24
3175,2024-08-01 11:16:19.279483,94274509.86,-73.46
3226,2024-08-01 11:16:19.279483,94274509.86,-74.84
3277,2024-08-01 11:16:19.279483,94274509.86,-71.73
3328,2024-08-01 11:16:19.279483,94274509.86,-71.48
2972,2024-08-01 11:16:19.279483,94372549.08,-73.09
3023,2024-08-01 11:16:19.279483,94372549.08,-82.25
3074,2024-08-01 11:16:19.279483,94372549.08,-72.45
3125,2024-08-01 11:16:19.279483,94372549.08,-73.48
3176,2024-08-01 11:16:19.279483,94372549.08,-77.68
3227,2024-08-01 11:16:19.279483,94372549.08,-75.12
3278,2024-08-01 11:16:19.279483,94372549.08,-69.4
3329,2024-08-01 11:16:19.279483,94372549.08,-72.91
2973,2024-08-01 11:16:19.279483,94470588.3,-78.4
3024,2024-08-01 11:16:19.279483,94470588.3,-85.1
3075,2024-08-01 11:16:19.279483,94470588.3,-76.76
3126,2024-08-01 11:16:19.279483,94470588.3,-74.02
3177,2024-08-01 11:16:19.279483,94470588.3,-77.46
3228,2024-08-01 11:16:19.279483,94470588.3,-69.44
3279,2024-08-01 11:16:19.279483,94470588.3,-76.56
3330,2024-08-01 11:16:19.279483,94470588.3,-77.32
2974,2024-08-01 11:16:19.279483,94568627.52,-81.63
3025,2024-08-01 11:16:19.279483,94568627.52,-73.69
3076,2024-08-01 11:16:19.279483,94568627.52,-75.3
3127,2024-08-01 11:16:19.279483,94568627.52,-82.11
3178,2024-08-01 11:16:19.279483,94568627.52,-74.7
3229,2024-08-01 11:16:19.279483,94568627.52,-72.68
3280,2024-08-01 11:16:19.279483,94568627.52,-73.46
3331,2024-08-01 11:16:19.279483,94568627.52,-80.88
2975,2024-08-01 11:16:19.279483,94666666.74,-90.68
3026,2024-08-01 11:16:19.279483,94666666.74,-73.59
3077,2024-08-01 11:16:19.279483,94666666.74,-75.18
3128,2024-08-01 11:16:19.279483,94666666.74,-79.65
3179,2024-08-01 11:16:19.279483,94666666.74,-70.58
3230,2024-08-01 11:16:19.279483,94666666.74,-72.68
3281,2024-08-01 11:16:19.279483,94666666.74,-72.29
3332,2024-08-01 11:16:19.279483,94666666.74,-80.23
2976,2024-08-01 11:16:19.279483,94764705.96,-80.89
3027,2024-08-01 11:16:19.279483,94764705.96,-80.93
3078,2024-08-01 11:16:19.279483,94764705.96,-87.3
3129,2024-08-01 11:16:19.279483,94764705.96,-72.16
3180,2024-08-01 11:16:19.279483,94764705.96,-69.71
3231,2024-08-01 11:16:19.279483,94764705.96,-67.86
3282,2024-08-01 11:16:19.279483,94764705.96,-80.87
3333,2024-08-01 11:16:19.279483,94764705.96,-80.1
2977,2024-08-01 11:16:19.279483,94862745.18,-72.8
3028,2024-08-01 11:16:19.279483,94862745.18,-68.87
3079,2024-08-01 11:16:19.279483,94862745.18,-80.0
3130,2024-08-01 11:16:19.279483,94862745.18,-76.86
3181,2024-08-01 11:16:19.279483,94862745.18,-71.9
3232,2024-08-01 11:16:19.279483,94862745.18,-65.72
3283,2024-08-01 11:16:19.279483,94862745.18,-71.92
3334,2024-08-01 11:16:19.279483,94862745.18,-70.23
2978,2024-08-01 11:16:19.279483,94960784.4,-73.44
3029,2024-08-01 11:16:19.279483,94960784.4,-71.94
3080,2024-08-01 11:16:19.279483,94960784.4,-78.62
3131,2024-08-01 11:16:19.279483,94960784.4,-83.35
3182,2024-08-01 11:16:19.279483,94960784.4,-74.79
3233,2024-08-01 11:16:19.279483,94960784.4,-68.18
3284,2024-08-01 11:16:19.279483,94960784.4,-73.78
3335,2024-08-01 11:16:19.279483,94960784.4,-69.71
2979,2024-08-01 11:16:19.279483,95058823.62,-74.25
3030,2024-08-01 11:16:19.279483,95058823.62,-78.96
3081,2024-08-01 11:16:19.279483,95058823.62,-88.89
3132,2024-08-01 11:16:19.279483,95058823.62,-75.21
3183,2024-08-01 11:16:19.279483,95058823.62,-72.53
3234,2024-08-01 11:16:19.279483,95058823.62,-71.04
3285,2024-08-01 11:16:19.279483,95058823.62,-77.92
3336,2024-08-01 11:16:19.279483,95058823.62,-74.39
2980,2024-08-01 11:16:19.279483,95156862.84,-71.55
3031,2024-08-01 11:16:19.279483,95156862.84,-74.84
3082,2024-08-01 11:16:19.279483,95156862.84,-86.23
3133,2024-08-01 11:16:19.279483,95156862.84,-67.4
3184,2024-08-01 11:16:19.279483,95156862.84,-66.56
3235,2024-08-01 11:16:19.279483,95156862.84,-73.92
3286,2024-08-01 11:16:19.279483,95156862.84,-76.93
3337,2024-08-01 11:16:19.279483,95156862.84,-74.88
2981,2024-08-01 11:16:19.279483,95254902.06,-68.02
3032,2024-08-01 11:16:19.279483,95254902.06,-76.29
3083,2024-08-01 11:16:19.279483,95254902.06,-78.77
3134,2024-08-01 11:16:19.279483,95254902.06,-68.17
3185,2024-08-01 11:16:19.279483,95254902.06,-64.15
3236,2024-08-01 11:16:19.279483,95254902.06,-76.58
3287,2024-08-01 11:16:19.279483,95254902.06,-75.25
3338,2024-08-01 11:16:19.279483,95254902.06,-75.47
2982,2024-08-01 11:16:19.279483,95352941.28,-71.38
3033,2024-08-01 11:16:19.279483,95352941.28,-75.86
3084,2024-08-01 11:16:19.279483,95352941.28,-72.29
3135,2024-08-01 11:16:19.279483,95352941.28,-71.16
3186,2024-08-01 11:16:19.279483,95352941.28,-65.36
3237,2024-08-01 11:16:19.279483,95352941.28,-74.15
3288,2024-08-01 11:16:19.279483,95352941.28,-73.78
3339,2024-08-01 11:16:19.279483,95352941.28,-78.5
2983,2024-08-01 11:16:19.279483,95450980.5,-86.35
3034,2024-08-01 11:16:19.279483,95450980.5,-86.56
3085,2024-08-01 11:16:19.279483,95450980.5,-74.12
3136,2024-08-01 11:16:19.279483,95450980.5,-78.69
3187,2024-08-01 11:16:19.279483,95450980.5,-67.74
3238,2024-08-01 11:16:19.279483,95450980.5,-70.56
3289,2024-08-01 11:16:19.279483,95450980.5,-76.77
3340,2024-08-01 11:16:19.279483,95450980.5,-80.51
2984,2024-08-01 11:16:19.279483,95549019.72,-83.25
3035,2024-08-01 11:16:19.279483,95549019.72,-73.36
3086,2024-08-01 11:16:19.279483,95549019.72,-70.04
3137,2024-08-01 11:16:19.279483,95549019.72,-86.77
3188,2024-08-01 11:16:19.279483,95549019.72,-75.2
3239,2024-08-01 11:16:19.279483,95549019.72,-68.97
3290,2024-08-01 11:16:19.279483,95549019.72,-86.29
3341,2024-08-01 11:16:19.279483,95549019.72,-95.72
2985,2024-08-01 11:16:19.279483,95647058.94,-70.96
3036,2024-08-01 11:16:19.279483,95647058.94,-71.9
3087,2024-08-01 11:16:19.279483,95647058.94,-75.55
3138,2024-08-01 11:16:19.279483,95647058.94,-84.85
3189,2024-08-01 11:16:19.279483,95647058.94,-70.16
3240,2024-08-01 11:16:19.279483,95647058.94,-73.95
3291,2024-08-01 11:16:19.279483,95647058.94,-79.37
3342,2024-08-01 11:16:19.279483,95647058.94,-75.36
2986,2024-08-01 11:16:19.279483,95745098.16,-74.52
3037,2024-08-01 11:16:19.279483,95745098.16,-79.83
3088,2024-08-01 11:16:19.279483,95745098.16,-72.42
3139,2024-08-01 11:16:19.279483,95745098.16,-80.08
3190,2024-08-01 11:16:19.279483,95745098.16,-64.45
3241,2024-08-01 11:16:19.279483,95745098.16,-74.69
3292,2024-08-01 11:16:19.279483,95745098.16,-76.42
3343,2024-08-01 11:16:19.279483,95745098.16,-68.7
2987,2024-08-01 11:16:19.279483,95843137.38,-86.87
3038,2024-08-01 11:16:19.279483,95843137.38,-71.31
3089,2024-08-01 11:16:19.279483,95843137.38,-77.22
3140,2024-08-01 11:16:19.279483,95843137.38,-70.95
3191,2024-08-01 11:16:19.279483,95843137.38,-66.93
3242,2024-08-01 11:16:19.279483,95843137.38,-72.7
3293,2024-08-01 11:16:19.279483,95843137.38,-73.96
3344,2024-08-01 11:16:19.279483,95843137.38,-67.75
2988,2024-08-01 11:16:19.279483,95941176.6,-74.83
3039,2024-08-01 11:16:19.279483,95941176.6,-76.68
3090,2024-08-01 11:16:19.279483,95941176.6,-76.63
3141,2024-08-01 11:16:19.279483,95941176.6,-71.16
3192,2024-08-01 11:16:19.279483,95941176.6,-72.62
3243,2024-08-01 11:16:19.279483,95941176.6,-76.5
3294,2024-08-01 11:16:19.279483,95941176.6,-72.52
3345,2024-08-01 11:16:19.279483,95941176.6,-73.95
2989,2024-08-01 11:16:19.279483,96039215.82,-72.71
3040,2024-08-01 11:16:19.279483,96039215.82,-71.27
3091,2024-08-01 11:16:19.279483,96039215.82,-73.33
3142,2024-08-01 11:16:19.279483,96039215.82,-76.35
3193,2024-08-01 11:16:19.279483,96039215.82,-79.33
3244,2024-08-01 11:16:19.279483,96039215.82,-75.88
3295,2024-08-01 11:16:19.279483,96039215.82,-78.84
3346,2024-08-01 11:16:19.279483,96039215.82,-80.65
2990,2024-08-01 11:16:19.279483,96137255.04,-75.83
3041,2024-08-01 11:16:19.279483,96137255.04,-75.76
3092,2024-08-01 11:16:19.279483,96137255.04,-80.82
3143,2024-08-01 11:16:19.279483,96137255.04,-79.03
3194,2024-08-01 11:16:19.279483,96137255.04,-75.89
3245,2024-08-01 11:16:19.279483,96137255.04,-80.97
3296,2024-08-01 11:16:19.279483,96137255.04,-79.53
3347,2024-08-01 11:16:19.279483,96137255.04,-73.23
2991,2024-08-01 11:16:19.279483,96235294.26,-73.4
3042,2024-08-01 11:16:19.279483,96235294.26,-92.02
3093,2024-08-01 11:16:19.279483,96235294.26,-96.83
3144,2024-08-01 11:16:19.279483,96235294.26,-77.48
3195,2024-08-01 11:16:19.279483,96235294.26,-74.93
3246,2024-08-01 11:16:19.279483,96235294.26,-81.68
3297,2024-08-01 11:16:19.279483,96235294.26,-89.85
3348,2024-08-01 11:16:19.279483,96235294.26,-72.26
2992,2024-08-01 11:16:19.279483,96333333.48,-71.14
3043,2024-08-01 11:16:19.279483,96333333.48,-73.75
3094,2024-08-01 11:16:19.279483,96333333.48,-79.3
3145,2024-08-01 11:16:19.279483,96333333.48,-70.74
3196,2024-08-01 11:16:19.279483,96333333.48,-74.01
3247,2024-08-01 11:16:19.279483,96333333.48,-75.72
3298,2024-08-01 11:16:19.279483,96333333.48,-82.92
3349,2024-08-01 11:16:19.279483,96333333.48,-67.68
2993,2024-08-01 11:16:19.279483,96431372.7,-78.49
3044,2024-08-01 11:16:19.279483,96431372.7,-69.74
3095,2024-08-01 11:16:19.279483,96431372.7,-95.96
3146,2024-08-01 11:16:19.279483,96431372.7,-70.58
3197,2024-08-01 11:16:19.279483,96431372.7,-72.37
3248,2024-08-01 11:16:19.279483,96431372.7,-79.54
3299,2024-08-01 11:16:19.279483,96431372.7,-80.08
3350,2024-08-01 11:16:19.279483,96431372.7,-67.91
2994,2024-08-01 11:16:19.279483,96529411.92,-86.53
3045,2024-08-01 11:16:19.279483,96529411.92,-76.36
3096,2024-08-01 11:16:19.279483,96529411.92,-77.64
3147,2024-08-01 11:16:19.279483,96529411.92,-73.26
3198,2024-08-01 11:16:19.279483,96529411.92,-78.5
3249,2024-08-01 11:16:19.279483,96529411.92,-81.42
3300,2024-08-01 11:16:19.279483,96529411.92,-78.95
3351,2024-08-01 11:16:19.279483,96529411.92,-77.58
2995,2024-08-01 11:16:19.279483,96627451.14,-70.48
3046,2024-08-01 11:16:19.279483,96627451.14,-82.16
3097,2024-08-01 11:16:19.279483,96627451.14,-77.91
3148,2024-08-01 11:16:19.279483,96627451.14,-70.58
3199,2024-08-01 11:16:19.279483,96627451.14,-70.09
3250,2024-08-01 11:16:19.279483,96627451.14,-75.56
3301,2024-08-01 11:16:19.279483,96627451.14,-85.48
3352,2024-08-01 11:16:19.279483,96627451.14,-74.78
2996,2024-08-01 11:16:19.279483,96725490.36,-72.51
3047,2024-08-01 11:16:19.279483,96725490.36,-83.06
3098,2024-08-01 11:16:19.279483,96725490.36,-78.71
3149,2024-08-01 11:16:19.279483,96725490.36,-73.77
3200,2024-08-01 11:16:19.279483,96725490.36,-72.64
3251,2024-08-01 11:16:19.279483,96725490.36,-69.46
3302,2024-08-01 11:16:19.279483,96725490.36,-71.61
3353,2024-08-01 11:16:19.279483,96725490.36,-76.51
2997,2024-08-01 11:16:19.279483,96823529.58,-71.83
3048,2024-08-01 11:16:19.279483,96823529.58,-66.56
3099,2024-08-01 11:16:19.279483,96823529.58,-67.95
3150,2024-08-01 11:16:19.279483,96823529.58,-69.09
3201,2024-08-01 11:16:19.279483,96823529.58,-70.17
3252,2024-08-01 11:16:19.279483,96823529.58,-80.88
3303,2024-08-01 11:16:19.279483,96823529.58,-70.47
3354,2024-08-01 11:16:19.279483,96823529.58,-68.82
2998,2024-08-01 11:16:19.279483,96921568.8,-62.63
3049,2024-08-01 11:16:19.279483,96921568.8,-59.48
3100,2024-08-01 11:16:19.279483,96921568.8,-59.4
3151,2024-08-01 11:16:19.279483,96921568.8,-60.89
3202,2024-08-01 11:16:19.279483,96921568.8,-62.65
3253,2024-08-01 11:16:19.279483,96921568.8,-61.83
3304,2024-08-01 11:16:19.279483,96921568.8,-64.76
3355,2024-08-01 11:16:19.279483,96921568.8,-59.93
2999,2024-08-01 11:16:19.279483,97019608.02,-64.75
3050,2024-08-01 11:16:19.279483,97019608.02,-63.34
3101,2024-08-01 11:16:19.279483,97019608.02,-59.49
3152,2024-08-01 11:16:19.279483,97019608.02,-63.37
3203,2024-08-01 11:16:19.279483,97019608.02,-66.01
3254,2024-08-01 11:16:19.279483,97019608.02,-62.65
3305,2024-08-01 11:16:19.279483,97019608.02,-66.22
3356,2024-08-01 11:16:19.279483,97019608.02,-61.9
3000,2024-08-01 11:16:19.279483,97117647.24,-81.39
3051,2024-08-01 11:16:19.279483,97117647.24,-76.64
3102,2024-08-01 11:16:19.279483,97117647.24,-66.34
3153,2024-08-01 11:16:19.279483,97117647.24,-87.02
3204,2024-08-01 11:16:19.279483,97117647.24,-87.19
3255,2024-08-01 11:16:19.279483,97117647.24,-75.65
3306,2024-08-01 11:16:19.279483,97117647.24,-76.36
3357,2024-08-01 11:16:19.279483,97117647.24,-71.08
3001,2024-08-01 11:16:19.279483,97215686.46,-74.54
3052,2024-08-01 11:16:19.279483,97215686.46,-83.84
3103,2024-08-01 11:16:19.279483,97215686.46,-71.42
3154,2024-08-01 11:16:19.279483,97215686.46,-79.18
3205,2024-08-01 11:16:19.279483,97215686.46,-76.97
3256,2024-08-01 11:16:19.279483,97215686.46,-86.94
3307,2024-08-01 11:16:19.279483,97215686.46,-72.48
3358,2024-08-01 11:16:19.279483,97215686.46,-74.2
3002,2024-08-01 11:16:19.279483,97313725.68,-75.49
3053,2024-08-01 11:16:19.279483,97313725.68,-75.99
3104,2024-08-01 11:16:19.279483,97313725.68,-78.78
3155,2024-08-01 11:16:19.279483,97313725.68,-77.39
3206,2024-08-01 11:16:19.279483,97313725.68,-72.9
3257,2024-08-01 11:16:19.279483,97313725.68,-84.93
3308,2024-08-01 11:16:19.279483,97313725.68,-69.23
3359,2024-08-01 11:16:19.279483,97313725.68,-70.26
3003,2024-08-01 11:16:19.279483,97411764.9,-77.5
3054,2024-08-01 11:16:19.279483,97411764.9,-73.04
3105,2024-08-01 11:16:19.279483,97411764.9,-79.28
3156,2024-08-01 11:16:19.279483,97411764.9,-80.88
3207,2024-08-01 11:16:19.279483,97411764.9,-72.82
3258,2024-08-01 11:16:19.279483,97411764.9,-82.92
3309,2024-08-01 11:16:19.279483,97411764.9,-73.96
3360,2024-08-01 11:16:19.279483,97411764.9,-69.39
3004,2024-08-01 11:16:19.279483,97509804.12,-82.18
3055,2024-08-01 11:16:19.279483,97509804.12,-78.31
3106,2024-08-01 11:16:19.279483,97509804.12,-89.4
3157,2024-08-01 11:16:19.279483,97509804.12,-77.49
3208,2024-08-01 11:16:19.279483,97509804.12,-72.69
3259,2024-08-01 11:16:19.279483,97509804.12,-81.53
3310,2024-08-01 11:16:19.279483,97509804.12,-70.27
3361,2024-08-01 11:16:19.279483,97509804.12,-76.87
3005,2024-08-01 11:16:19.279483,97607843.34,-75.83
3056,2024-08-01 11:16:19.279483,97607843.34,-71.15
3107,2024-08-01 11:16:19.279483,97607843.34,-73.56
3158,2024-08-01 11:16:19.279483,97607843.34,-71.72
3209,2024-08-01 11:16:19.279483,97607843.34,-72.66
3260,2024-08-01 11:16:19.279483,97607843.34,-81.65
3311,2024-08-01 11:16:19.279483,97607843.34,-66.95
3362,2024-08-01 11:16:19.279483,97607843.34,-77.67
3006,2024-08-01 11:16:19.279483,97705882.56,-72.45
3057,2024-08-01 11:16:19.279483,97705882.56,-71.01
3108,2024-08-01 11:16:19.279483,97705882.56,-72.48
3159,2024-08-01 11:16:19.279483,97705882.56,-70.74
3210,2024-08-01 11:16:19.279483,97705882.56,-77.83
3261,2024-08-01 11:16:19.279483,97705882.56,-77.52
3312,2024-08-01 11:16:19.279483,97705882.56,-67.92
3363,2024-08-01 11:16:19.279483,97705882.56,-80.05
3007,2024-08-01 11:16:19.279483,97803921.78,-71.91
3058,2024-08-01 11:16:19.279483,97803921.78,-75.22
3109,2024-08-01 11:16:19.279483,97803921.78,-77.46
3160,2024-08-01 11:16:19.279483,97803921.78,-70.63
3211,2024-08-01 11:16:19.279483,97803921.78,-73.8
3262,2024-08-01 11:16:19.279483,97803921.78,-74.29
3313,2024-08-01 11:16:19.279483,97803921.78,-88.41
3364,2024-08-01 11:16:19.279483,97803921.78,-78.77
3008,2024-08-01 11:16:19.279483,97901961.0,-70.58
3059,2024-08-01 11:16:19.279483,97901961.0,-74.92
3110,2024-08-01 11:16:19.279483,97901961.0,-86.78
3161,2024-08-01 11:16:19.279483,97901961.0,-78.31
3212,2024-08-01 11:16:19.279483,97901961.0,-69.73
3263,2024-08-01 11:16:19.279483,97901961.0,-73.53
3314,2024-08-01 11:16:19.279483,97901961.0,-76.03
3365,2024-08-01 11:16:19.279483,97901961.0,-77.52
5508,2024-08-01 11:16:19.279483,98000000.0,-72.68
5559,2024-08-01 11:16:19.279483,98000000.0,-68.79
5610,2024-08-01 11:16:19.279483,98000000.0,-72.78
5661,2024-08-01 11:16:19.279483,98000000.0,-81.25
5712,2024-08-01 11:16:19.279483,98000000.0,-69.63
5763,2024-08-01 11:16:19.279483,98000000.0,-75.93
5814,2024-08-01 11:16:19.279483,98000000.0,-73.67
5865,2024-08-01 11:16:19.279483,98000000.0,-72.89
5509,2024-08-01 11:16:19.279483,98098039.22,-71.88
5560,2024-08-01 11:16:19.279483,98098039.22,-69.61
5611,2024-08-01 11:16:19.279483,98098039.22,-70.01
5662,2024-08-01 11:16:19.279483,98098039.22,-75.39
5713,2024-08-01 11:16:19.279483,98098039.22,-71.18
5764,2024-08-01 11:16:19.279483,98098039.22,-73.89
5815,2024-08-01 11:16:19.279483,98098039.22,-76.73
5866,2024-08-01 11:16:19.279483,98098039.22,-75.72
5510,2024-08-01 11:16:19.279483,98196078.44,-82.15
5561,2024-08-01 11:16:19.279483,98196078.44,-86.57
5612,2024-08-01 11:16:19.279483,98196078.44,-74.26
5663,2024-08-01 11:16:19.279483,98196078.44,-83.59
5714,2024-08-01 11:16:19.279483,98196078.44,-74.51
5765,2024-08-01 11:16:19.279483,98196078.44,-74.7
5816,2024-08-01 11:16:19.279483,98196078.44,-75.78
5867,2024-08-01 11:16:19.279483,98196078.44,-75.28
5511,2024-08-01 11:16:19.279483,98294117.66,-76.89
5562,2024-08-01 11:16:19.279483,98294117.66,-76.11
5613,2024-08-01 11:16:19.279483,98294117.66,-84.18
5664,2024-08-01 11:16:19.279483,98294117.66,-85.15
5715,2024-08-01 11:16:19.279483,98294117.66,-85.63
5766,2024-08-01 11:16:19.279483,98294117.66,-78.23
5817,2024-08-01 11:16:19.279483,98294117.66,-75.14
5868,2024-08-01 11:16:19.279483,98294117.66,-78.77
5512,2024-08-01 11:16:19.279483,98392156.88,-71.91
5563,2024-08-01 11:16:19.279483,98392156.88,-72.08
5614,2024-08-01 11:16:19.279483,98392156.88,-77.75
5665,2024-08-01 11:16:19.279483,98392156.88,-75.85
5716,2024-08-01 11:16:19.279483,98392156.88,-75.61
5767,2024-08-01 11:16:19.279483,98392156.88,-78.74
5818,2024-08-01 11:16:19.279483,98392156.88,-74.75
5869,2024-08-01 11:16:19.279483,98392156.88,-69.5
5513,2024-08-01 11:16:19.279483,98490196.1,-74.01
5564,2024-08-01 11:16:19.279483,98490196.1,-70.9
5615,2024-08-01 11:16:19.279483,98490196.1,-73.5
5666,2024-08-01 11:16:19.279483,98490196.1,-74.65
5717,2024-08-01 11:16:19.279483,98490196.1,-71.67
5768,2024-08-01 11:16:19.279483,98490196.1,-71.27
5819,2024-08-01 11:16:19.279483,98490196.1,-78.04
5870,2024-08-01 11:16:19.279483,98490196.1,-69.16
5514,2024-08-01 11:16:19.279483,98588235.32,-81.96
5565,2024-08-01 11:16:19.279483,98588235.32,-74.08
5616,2024-08-01 11:16:19.279483,98588235.32,-74.53
5667,2024-08-01 11:16:19.279483,98588235.32,-83.24
5718,2024-08-01 11:16:19.279483,98588235.32,-80.84
5769,2024-08-01 11:16:19.279483,98588235.32,-70.15
5820,2024-08-01 11:16:19.279483,98588235.32,-74.13
5871,2024-08-01 11:16:19.279483,98588235.32,-76.49
5515,2024-08-01 11:16:19.279483,98686274.54,-80.55
5566,2024-08-01 11:16:19.279483,98686274.54,-75.12
5617,2024-08-01 11:16:19.279483,98686274.54,-77.53
5668,2024-08-01 11:16:19.279483,98686274.54,-84.94
5719,2024-08-01 11:16:19.279483,98686274.54,-77.37
5770,2024-08-01 11:16:19.279483,98686274.54,-76.68
5821,2024-08-01 11:16:19.279483,98686274.54,-70.39
5872,2024-08-01 11:16:19.279483,98686274.54,-75.57
5516,2024-08-01 11:16:19.279483,98784313.76,-73.92
5567,2024-08-01 11:16:19.279483,98784313.76,-78.62
5618,2024-08-01 11:16:19.279483,98784313.76,-74.25
5669,2024-08-01 11:16:19.279483,98784313.76,-85.0
5720,2024-08-01 11:16:19.279483,98784313.76,-71.64
5771,2024-08-01 11:16:19.279483,98784313.76,-70.27
5822,2024-08-01 11:16:19.279483,98784313.76,-78.31
5873,2024-08-01 11:16:19.279483,98784313.76,-71.41
5517,2024-08-01 11:16:19.279483,98882352.98,-73.23
5568,2024-08-01 11:16:19.279483,98882352.98,-83.94
5619,2024-08-01 11:16:19.279483,98882352.98,-68.04
5670,2024-08-01 11:16:19.279483,98882352.98,-75.05
5721,2024-08-01 11:16:19.279483,98882352.98,-71.4
5772,2024-08-01 11:16:19.279483,98882352.98,-73.34
5823,2024-08-01 11:16:19.279483,98882352.98,-86.35
5874,2024-08-01 11:16:19.279483,98882352.98,-72.92
5518,2024-08-01 11:16:19.279483,98980392.2,-71.26
5569,2024-08-01 11:16:19.279483,98980392.2,-71.12
5620,2024-08-01 11:16:19.279483,98980392.2,-68.31
5671,2024-08-01 11:16:19.279483,98980392.2,-75.4
5722,2024-08-01 11:16:19.279483,98980392.2,-75.34
5773,2024-08-01 11:16:19.279483,98980392.2,-75.5
5824,2024-08-01 11:16:19.279483,98980392.2,-89.94
5875,2024-08-01 11:16:19.279483,98980392.2,-74.2
5519,2024-08-01 11:16:19.279483,99078431.42,-76.55
5570,2024-08-01 11:16:19.279483,99078431.42,-70.52
5621,2024-08-01 11:16:19.279483,99078431.42,-72.25
5672,2024-08-01 11:16:19.279483,99078431.42,-80.4
5723,2024-08-01 11:16:19.279483,99078431.42,-69.8
5774,2024-08-01 11:16:19.279483,99078431.42,-71.54
5825,2024-08-01 11:16:19.279483,99078431.42,-78.09
5876,2024-08-01 11:16:19.279483,99078431.42,-83.01
5520,2024-08-01 11:16:19.279483,99176470.64,-83.79
5571,2024-08-01 11:16:19.279483,99176470.64,-74.52
5622,2024-08-01 11:16:19.279483,99176470.64,-85.58
